,tier,beginmm,begin,endmm,end,diffmm,diff,class,file,annotator,case
619,default,00:01:17.780,77.78,00:01:19.440,79.44,00:00:01.660,1.66,2,33001_sessie1_taskrobotEngagement,Daen,visible
620,default,00:01:19.440,79.44,00:01:26.740,86.74,00:00:07.300,7.3,1,33001_sessie1_taskrobotEngagement,Daen,visible
621,default,00:01:26.740,86.74,00:01:30.950,90.95,00:00:04.210,4.21,2,33001_sessie1_taskrobotEngagement,Daen,visible
622,default,00:01:30.950,90.95,00:01:35.510,95.51,00:00:04.560,4.56,1,33001_sessie1_taskrobotEngagement,Daen,visible
623,default,00:01:35.510,95.51,00:01:44.150,104.15,00:00:08.640,8.64,2,33001_sessie1_taskrobotEngagement,Daen,visible
624,default,00:01:44.150,104.15,00:01:45.950,105.95,00:00:01.800,1.8,1,33001_sessie1_taskrobotEngagement,Daen,visible
625,default,00:01:45.950,105.95,00:01:47.280,107.28,00:00:01.330,1.33,2,33001_sessie1_taskrobotEngagement,Daen,visible
626,default,00:00:00.000,0.0,00:00:04.070,4.07,00:00:04.070,4.07,2,33002_sessie1_taskrobotEngagement,Daen,visible
627,default,00:00:04.070,4.07,00:00:07.680,7.68,00:00:03.610,3.61,1,33002_sessie1_taskrobotEngagement,Daen,visible
628,default,00:00:07.680,7.68,00:00:10.420,10.42,00:00:02.740,2.74,3,33002_sessie1_taskrobotEngagement,Daen,visible
629,default,00:00:10.420,10.42,00:00:18.820,18.82,00:00:08.400,8.4,2,33002_sessie1_taskrobotEngagement,Daen,visible
630,default,00:00:18.820,18.82,00:00:26.990,26.99,00:00:08.170,8.17,1,33002_sessie1_taskrobotEngagement,Daen,visible
631,default,00:00:26.990,26.99,00:00:32.020,32.02,00:00:05.030,5.03,2,33002_sessie1_taskrobotEngagement,Daen,visible
632,default,00:00:32.020,32.02,00:00:40.680,40.68,00:00:08.660,8.66,1,33002_sessie1_taskrobotEngagement,Daen,visible
633,default,00:00:40.680,40.68,00:00:43.180,43.18,00:00:02.500,2.5,3,33002_sessie1_taskrobotEngagement,Daen,visible
634,default,00:00:43.180,43.18,00:00:56.510,56.51,00:00:13.330,13.33,1,33002_sessie1_taskrobotEngagement,Daen,visible
635,default,00:00:56.510,56.51,00:01:01.780,61.78,00:00:05.270,5.27,2,33002_sessie1_taskrobotEngagement,Daen,visible
636,default,00:01:01.780,61.78,00:01:05.180,65.18,00:00:03.400,3.4,1,33002_sessie1_taskrobotEngagement,Daen,visible
637,default,00:01:05.180,65.18,00:01:08.760,68.76,00:00:03.580,3.58,2,33002_sessie1_taskrobotEngagement,Daen,visible
638,default,00:01:08.760,68.76,00:01:11.190,71.19,00:00:02.430,2.43,1,33002_sessie1_taskrobotEngagement,Daen,visible
639,default,00:01:11.190,71.19,00:01:12.950,72.95,00:00:01.760,1.76,2,33002_sessie1_taskrobotEngagement,Daen,visible
640,default,00:01:12.950,72.95,00:01:21.381,81.381,00:00:08.431,8.431,1,33002_sessie1_taskrobotEngagement,Daen,visible
641,default,00:01:21.381,81.381,00:01:21.760,81.76,00:00:00.379,0.379,4,33002_sessie1_taskrobotEngagement,Daen,visible
642,default,00:00:00.000,0.0,00:00:08.730,8.73,00:00:08.730,8.73,1,33003_sessie1_taskrobotEngagement,Daen,visible
643,default,00:00:08.730,8.73,00:00:12.330,12.33,00:00:03.600,3.6,3,33003_sessie1_taskrobotEngagement,Daen,visible
644,default,00:00:12.330,12.33,00:00:20.990,20.99,00:00:08.660,8.66,2,33003_sessie1_taskrobotEngagement,Daen,visible
645,default,00:00:20.990,20.99,00:00:25.770,25.77,00:00:04.780,4.78,1,33003_sessie1_taskrobotEngagement,Daen,visible
646,default,00:00:25.770,25.77,00:00:28.120,28.12,00:00:02.350,2.35,3,33003_sessie1_taskrobotEngagement,Daen,visible
647,default,00:00:28.120,28.12,00:00:54.110,54.11,00:00:25.990,25.99,1,33003_sessie1_taskrobotEngagement,Daen,visible
648,default,00:00:54.110,54.11,00:01:01.440,61.44,00:00:07.330,7.33,3,33003_sessie1_taskrobotEngagement,Daen,visible
649,default,00:01:01.440,61.44,00:01:09.400,69.4,00:00:07.960,7.96,1,33003_sessie1_taskrobotEngagement,Daen,visible
650,default,00:01:09.400,69.4,00:01:11.040,71.04,00:00:01.640,1.64,3,33003_sessie1_taskrobotEngagement,Daen,visible
651,default,00:01:11.040,71.04,00:01:15.360,75.36,00:00:04.320,4.32,2,33003_sessie1_taskrobotEngagement,Daen,visible
652,default,00:01:15.360,75.36,00:01:20.880,80.88,00:00:05.520,5.52,3,33003_sessie1_taskrobotEngagement,Daen,visible
653,default,00:01:20.880,80.88,00:01:23.550,83.55,00:00:02.670,2.67,1,33003_sessie1_taskrobotEngagement,Daen,visible
654,default,00:01:23.550,83.55,00:01:25.470,85.47,00:00:01.920,1.92,2,33003_sessie1_taskrobotEngagement,Daen,visible
655,default,00:01:25.470,85.47,00:01:31.190,91.19,00:00:05.720,5.72,1,33003_sessie1_taskrobotEngagement,Daen,visible
656,default,00:01:31.190,91.19,00:01:37.662,97.662,00:00:06.472,6.472,3,33003_sessie1_taskrobotEngagement,Daen,visible
657,default,00:01:37.662,97.662,00:01:38.080,98.08,00:00:00.418,0.418,4,33003_sessie1_taskrobotEngagement,Daen,visible
658,default,00:00:00.000,0.0,00:00:03.630,3.63,00:00:03.630,3.63,1,33004_sessie1_taskrobotEngagement,Daen,visible
659,default,00:00:03.630,3.63,00:00:06.420,6.42,00:00:02.790,2.79,3,33004_sessie1_taskrobotEngagement,Daen,visible
660,default,00:00:06.420,6.42,00:00:16.440,16.44,00:00:10.020,10.02,1,33004_sessie1_taskrobotEngagement,Daen,visible
661,default,00:00:16.440,16.44,00:00:35.400,35.4,00:00:18.960,18.96,2,33004_sessie1_taskrobotEngagement,Daen,visible
662,default,00:00:35.400,35.4,00:00:42.220,42.22,00:00:06.820,6.82,1,33004_sessie1_taskrobotEngagement,Daen,visible
663,default,00:00:42.220,42.22,00:00:43.560,43.56,00:00:01.340,1.34,2,33004_sessie1_taskrobotEngagement,Daen,visible
664,default,00:00:43.560,43.56,00:00:45.090,45.09,00:00:01.530,1.53,4,33004_sessie1_taskrobotEngagement,Daen,visible
665,default,00:00:45.090,45.09,00:00:47.350,47.35,00:00:02.260,2.26,1,33004_sessie1_taskrobotEngagement,Daen,visible
666,default,00:00:47.350,47.35,00:00:50.070,50.07,00:00:02.720,2.72,2,33004_sessie1_taskrobotEngagement,Daen,visible
667,default,00:00:50.070,50.07,00:00:52.540,52.54,00:00:02.470,2.47,3,33004_sessie1_taskrobotEngagement,Daen,visible
668,default,00:00:52.540,52.54,00:00:54.160,54.16,00:00:01.620,1.62,1,33004_sessie1_taskrobotEngagement,Daen,visible
669,default,00:00:54.160,54.16,00:00:56.740,56.74,00:00:02.580,2.58,2,33004_sessie1_taskrobotEngagement,Daen,visible
670,default,00:00:56.740,56.74,00:01:19.070,79.07,00:00:22.330,22.33,1,33004_sessie1_taskrobotEngagement,Daen,visible
671,default,00:01:19.070,79.07,00:01:20.810,80.81,00:00:01.740,1.74,2,33004_sessie1_taskrobotEngagement,Daen,visible
672,default,00:01:20.810,80.81,00:01:21.810,81.81,00:00:01.000,1.0,1,33004_sessie1_taskrobotEngagement,Daen,visible
673,default,00:01:21.810,81.81,00:01:23.860,83.86,00:00:02.050,2.05,2,33004_sessie1_taskrobotEngagement,Daen,visible
674,default,00:01:23.860,83.86,00:01:27.680,87.68,00:00:03.820,3.82,1,33004_sessie1_taskrobotEngagement,Daen,visible
675,default,00:01:27.680,87.68,00:01:32.270,92.27,00:00:04.590,4.59,2,33004_sessie1_taskrobotEngagement,Daen,visible
676,default,00:01:32.270,92.27,00:01:35.640,95.64,00:00:03.370,3.37,3,33004_sessie1_taskrobotEngagement,Daen,visible
677,default,00:01:35.640,95.64,00:01:36.970,96.97,00:00:01.330,1.33,2,33004_sessie1_taskrobotEngagement,Daen,visible
678,default,00:01:36.970,96.97,00:01:38.870,98.87,00:00:01.900,1.9,1,33004_sessie1_taskrobotEngagement,Daen,visible
679,default,00:01:38.870,98.87,00:01:50.410,110.41,00:00:11.540,11.54,2,33004_sessie1_taskrobotEngagement,Daen,visible
680,default,00:01:50.410,110.41,00:01:58.660,118.66,00:00:08.250,8.25,1,33004_sessie1_taskrobotEngagement,Daen,visible
681,default,00:01:58.660,118.66,00:02:03.710,123.71,00:00:05.050,5.05,2,33004_sessie1_taskrobotEngagement,Daen,visible
682,default,00:02:03.710,123.71,00:02:06.940,126.94,00:00:03.230,3.23,1,33004_sessie1_taskrobotEngagement,Daen,visible
683,default,00:02:06.940,126.94,00:02:08.140,128.14,00:00:01.200,1.2,2,33004_sessie1_taskrobotEngagement,Daen,visible
684,default,00:02:08.140,128.14,00:02:09.480,129.48,00:00:01.340,1.34,1,33004_sessie1_taskrobotEngagement,Daen,visible
685,default,00:02:09.480,129.48,00:02:10.770,130.77,00:00:01.290,1.29,2,33004_sessie1_taskrobotEngagement,Daen,visible
686,default,00:02:10.770,130.77,00:02:19.731,139.731,00:00:08.961,8.961,1,33004_sessie1_taskrobotEngagement,Daen,visible
687,default,00:02:19.731,139.731,00:02:20.160,140.16,00:00:00.429,0.429,4,33004_sessie1_taskrobotEngagement,Daen,visible
688,default,00:00:00.000,0.0,00:00:03.010,3.01,00:00:03.010,3.01,2,33005_sessie1_taskrobotEngagement,Daen,visible
689,default,00:00:03.010,3.01,00:00:10.370,10.37,00:00:07.360,7.36,1,33005_sessie1_taskrobotEngagement,Daen,visible
690,default,00:00:10.370,10.37,00:00:11.900,11.9,00:00:01.530,1.53,3,33005_sessie1_taskrobotEngagement,Daen,visible
691,default,00:00:11.900,11.9,00:00:29.750,29.75,00:00:17.850,17.85,1,33005_sessie1_taskrobotEngagement,Daen,visible
692,default,00:00:29.750,29.75,00:00:38.130,38.13,00:00:08.380,8.38,2,33005_sessie1_taskrobotEngagement,Daen,visible
693,default,00:00:38.130,38.13,00:00:40.070,40.07,00:00:01.940,1.94,1,33005_sessie1_taskrobotEngagement,Daen,visible
694,default,00:00:40.070,40.07,00:00:41.890,41.89,00:00:01.820,1.82,2,33005_sessie1_taskrobotEngagement,Daen,visible
695,default,00:00:41.890,41.89,00:00:46.900,46.9,00:00:05.010,5.01,1,33005_sessie1_taskrobotEngagement,Daen,visible
696,default,00:00:46.900,46.9,00:00:47.900,47.9,00:00:01.000,1.0,2,33005_sessie1_taskrobotEngagement,Daen,visible
697,default,00:00:47.900,47.9,00:00:51.600,51.6,00:00:03.700,3.7,1,33005_sessie1_taskrobotEngagement,Daen,visible
698,default,00:00:51.600,51.6,00:00:55.890,55.89,00:00:04.290,4.29,2,33005_sessie1_taskrobotEngagement,Daen,visible
699,default,00:00:55.890,55.89,00:01:00.110,60.11,00:00:04.220,4.22,1,33005_sessie1_taskrobotEngagement,Daen,visible
700,default,00:01:00.110,60.11,00:01:05.020,65.02,00:00:04.910,4.91,2,33005_sessie1_taskrobotEngagement,Daen,visible
701,default,00:01:05.020,65.02,00:01:06.960,66.96,00:00:01.940,1.94,1,33005_sessie1_taskrobotEngagement,Daen,visible
702,default,00:01:06.960,66.96,00:01:14.730,74.73,00:00:07.770,7.77,2,33005_sessie1_taskrobotEngagement,Daen,visible
703,default,00:01:14.730,74.73,00:01:17.390,77.39,00:00:02.660,2.66,1,33005_sessie1_taskrobotEngagement,Daen,visible
704,default,00:01:17.390,77.39,00:01:24.940,84.94,00:00:07.550,7.55,2,33005_sessie1_taskrobotEngagement,Daen,visible
705,default,00:01:24.940,84.94,00:01:26.751,86.751,00:00:01.811,1.811,3,33005_sessie1_taskrobotEngagement,Daen,visible
706,default,00:01:26.751,86.751,00:01:28.051,88.051,00:00:01.300,1.3,1,33005_sessie1_taskrobotEngagement,Daen,visible
707,default,00:01:28.051,88.051,00:01:28.520,88.52,00:00:00.469,0.469,4,33005_sessie1_taskrobotEngagement,Daen,visible
708,default,00:00:00.000,0.0,00:00:05.620,5.62,00:00:05.620,5.62,1,33006_sessie1_taskrobotEngagement,Daen,visible
709,default,00:00:05.620,5.62,00:00:09.940,9.94,00:00:04.320,4.32,2,33006_sessie1_taskrobotEngagement,Daen,visible
710,default,00:00:09.940,9.94,00:00:11.430,11.43,00:00:01.490,1.49,3,33006_sessie1_taskrobotEngagement,Daen,visible
711,default,00:00:11.430,11.43,00:00:14.400,14.4,00:00:02.970,2.97,1,33006_sessie1_taskrobotEngagement,Daen,visible
712,default,00:00:14.400,14.4,00:00:19.644,19.644,00:00:05.244,5.244,2,33006_sessie1_taskrobotEngagement,Daen,visible
713,default,00:00:19.644,19.644,00:00:28.500,28.5,00:00:08.856,8.856,1,33006_sessie1_taskrobotEngagement,Daen,visible
714,default,00:00:28.500,28.5,00:00:32.510,32.51,00:00:04.010,4.01,2,33006_sessie1_taskrobotEngagement,Daen,visible
715,default,00:00:32.510,32.51,00:00:35.749,35.749,00:00:03.239,3.239,1,33006_sessie1_taskrobotEngagement,Daen,visible
716,default,00:00:35.749,35.749,00:00:40.010,40.01,00:00:04.261,4.261,2,33006_sessie1_taskrobotEngagement,Daen,visible
717,default,00:00:40.010,40.01,00:00:42.600,42.6,00:00:02.590,2.59,1,33006_sessie1_taskrobotEngagement,Daen,visible
718,default,00:00:42.600,42.6,00:00:43.800,43.8,00:00:01.200,1.2,3,33006_sessie1_taskrobotEngagement,Daen,visible
719,default,00:00:43.800,43.8,00:00:56.510,56.51,00:00:12.710,12.71,1,33006_sessie1_taskrobotEngagement,Daen,visible
720,default,00:00:56.510,56.51,00:00:59.960,59.96,00:00:03.450,3.45,2,33006_sessie1_taskrobotEngagement,Daen,visible
721,default,00:00:59.960,59.96,00:01:01.090,61.09,00:00:01.130,1.13,3,33006_sessie1_taskrobotEngagement,Daen,visible
722,default,00:01:01.090,61.09,00:01:03.100,63.1,00:00:02.010,2.01,2,33006_sessie1_taskrobotEngagement,Daen,visible
723,default,00:01:03.100,63.1,00:01:04.440,64.44,00:00:01.340,1.34,3,33006_sessie1_taskrobotEngagement,Daen,visible
724,default,00:01:04.440,64.44,00:01:06.360,66.36,00:00:01.920,1.92,2,33006_sessie1_taskrobotEngagement,Daen,visible
725,default,00:01:06.360,66.36,00:01:07.910,67.91,00:00:01.550,1.55,1,33006_sessie1_taskrobotEngagement,Daen,visible
726,default,00:01:07.910,67.91,00:01:18.210,78.21,00:00:10.300,10.3,2,33006_sessie1_taskrobotEngagement,Daen,visible
727,default,00:01:18.210,78.21,00:01:20.510,80.51,00:00:02.300,2.3,1,33006_sessie1_taskrobotEngagement,Daen,visible
728,default,00:01:20.510,80.51,00:01:26.920,86.92,00:00:06.410,6.41,2,33006_sessie1_taskrobotEngagement,Daen,visible
729,default,00:01:26.920,86.92,00:01:30.000,90.0,00:00:03.080,3.08,3,33006_sessie1_taskrobotEngagement,Daen,visible
730,default,00:01:30.000,90.0,00:01:31.680,91.68,00:00:01.680,1.68,2,33006_sessie1_taskrobotEngagement,Daen,visible
731,default,00:01:31.680,91.68,00:01:33.710,93.71,00:00:02.030,2.03,3,33006_sessie1_taskrobotEngagement,Daen,visible
732,default,00:01:33.710,93.71,00:01:38.620,98.62,00:00:04.910,4.91,2,33006_sessie1_taskrobotEngagement,Daen,visible
733,default,00:01:38.620,98.62,00:01:41.260,101.26,00:00:02.640,2.64,1,33006_sessie1_taskrobotEngagement,Daen,visible
734,default,00:01:41.260,101.26,00:01:46.910,106.91,00:00:05.650,5.65,2,33006_sessie1_taskrobotEngagement,Daen,visible
735,default,00:01:46.910,106.91,00:01:50.380,110.38,00:00:03.470,3.47,1,33006_sessie1_taskrobotEngagement,Daen,visible
736,default,00:01:50.380,110.38,00:01:52.670,112.67,00:00:02.290,2.29,2,33006_sessie1_taskrobotEngagement,Daen,visible
737,default,00:01:52.670,112.67,00:01:56.372,116.372,00:00:03.702,3.702,1,33006_sessie1_taskrobotEngagement,Daen,visible
738,default,00:01:56.372,116.372,00:01:56.640,116.64,00:00:00.268,0.268,4,33006_sessie1_taskrobotEngagement,Daen,visible
739,default,00:00:00.000,0.0,00:00:00.860,0.86,00:00:00.860,0.86,1,33007_sessie1_taskrobotEngagement,Daen,visible
740,default,00:00:00.860,0.86,00:00:01.870,1.87,00:00:01.010,1.01,3,33007_sessie1_taskrobotEngagement,Daen,visible
741,default,00:00:01.870,1.87,00:00:03.000,3.0,00:00:01.130,1.13,1,33007_sessie1_taskrobotEngagement,Daen,visible
742,default,00:00:03.000,3.0,00:00:05.620,5.62,00:00:02.620,2.62,3,33007_sessie1_taskrobotEngagement,Daen,visible
743,default,00:00:05.620,5.62,00:00:10.080,10.08,00:00:04.460,4.46,1,33007_sessie1_taskrobotEngagement,Daen,visible
744,default,00:00:10.080,10.08,00:00:11.440,11.44,00:00:01.360,1.36,3,33007_sessie1_taskrobotEngagement,Daen,visible
745,default,00:00:11.440,11.44,00:00:16.250,16.25,00:00:04.810,4.81,1,33007_sessie1_taskrobotEngagement,Daen,visible
746,default,00:00:16.250,16.25,00:00:17.030,17.03,00:00:00.780,0.78,3,33007_sessie1_taskrobotEngagement,Daen,visible
747,default,00:00:17.030,17.03,00:00:18.830,18.83,00:00:01.800,1.8,1,33007_sessie1_taskrobotEngagement,Daen,visible
748,default,00:00:18.830,18.83,00:00:20.440,20.44,00:00:01.610,1.61,2,33007_sessie1_taskrobotEngagement,Daen,visible
749,default,00:00:20.440,20.44,00:00:26.040,26.04,00:00:05.600,5.6,1,33007_sessie1_taskrobotEngagement,Daen,visible
750,default,00:00:26.040,26.04,00:00:27.040,27.04,00:00:01.000,1.0,3,33007_sessie1_taskrobotEngagement,Daen,visible
751,default,00:00:27.040,27.04,00:00:31.680,31.68,00:00:04.640,4.64,1,33007_sessie1_taskrobotEngagement,Daen,visible
752,default,00:00:31.680,31.68,00:00:32.980,32.98,00:00:01.300,1.3,2,33007_sessie1_taskrobotEngagement,Daen,visible
753,default,00:00:32.980,32.98,00:00:38.910,38.91,00:00:05.930,5.93,1,33007_sessie1_taskrobotEngagement,Daen,visible
754,default,00:00:38.910,38.91,00:00:41.010,41.01,00:00:02.100,2.1,3,33007_sessie1_taskrobotEngagement,Daen,visible
755,default,00:00:41.010,41.01,00:00:59.670,59.67,00:00:18.660,18.66,1,33007_sessie1_taskrobotEngagement,Daen,visible
756,default,00:00:59.670,59.67,00:01:02.180,62.18,00:00:02.510,2.51,3,33007_sessie1_taskrobotEngagement,Daen,visible
757,default,00:01:02.180,62.18,00:01:04.780,64.78,00:00:02.600,2.6,1,33007_sessie1_taskrobotEngagement,Daen,visible
758,default,00:01:04.780,64.78,00:01:14.620,74.62,00:00:09.840,9.84,3,33007_sessie1_taskrobotEngagement,Daen,visible
759,default,00:01:14.620,74.62,00:01:21.480,81.48,00:00:06.860,6.86,1,33007_sessie1_taskrobotEngagement,Daen,visible
760,default,00:01:21.480,81.48,00:01:24.580,84.58,00:00:03.100,3.1,3,33007_sessie1_taskrobotEngagement,Daen,visible
761,default,00:01:24.580,84.58,00:01:25.280,85.28,00:00:00.700,0.7,1,33007_sessie1_taskrobotEngagement,Daen,visible
762,default,00:01:25.280,85.28,00:01:28.890,88.89,00:00:03.610,3.61,2,33007_sessie1_taskrobotEngagement,Daen,visible
763,default,00:01:28.890,88.89,00:01:33.950,93.95,00:00:05.060,5.06,1,33007_sessie1_taskrobotEngagement,Daen,visible
764,default,00:01:33.950,93.95,00:01:38.400,98.4,00:00:04.450,4.45,2,33007_sessie1_taskrobotEngagement,Daen,visible
765,default,00:01:38.400,98.4,00:01:39.630,99.63,00:00:01.230,1.23,3,33007_sessie1_taskrobotEngagement,Daen,visible
766,default,00:01:39.630,99.63,00:01:43.210,103.21,00:00:03.580,3.58,1,33007_sessie1_taskrobotEngagement,Daen,visible
767,default,00:01:43.210,103.21,00:01:46.492,106.492,00:00:03.282,3.282,3,33007_sessie1_taskrobotEngagement,Daen,visible
768,default,00:01:46.492,106.492,00:01:47.083,107.083,00:00:00.591,0.591,1,33007_sessie1_taskrobotEngagement,Daen,visible
769,default,00:01:47.083,107.083,00:01:47.240,107.24,00:00:00.157,0.157,4,33007_sessie1_taskrobotEngagement,Daen,visible
770,default,00:00:00.000,0.0,00:00:06.611,6.611,00:00:06.611,6.611,1,51015_sessie1_taskrobotEngagement,Daen,invisible
771,default,00:00:06.611,6.611,00:00:08.955,8.955,00:00:02.344,2.344,0,51015_sessie1_taskrobotEngagement,Daen,invisible
772,default,00:00:08.955,8.955,00:00:13.224,13.224,00:00:04.269,4.269,1,51015_sessie1_taskrobotEngagement,Daen,invisible
773,default,00:00:13.224,13.224,00:00:14.306,14.306,00:00:01.082,1.082,2,51015_sessie1_taskrobotEngagement,Daen,invisible
774,default,00:00:14.306,14.306,00:00:25.941,25.941,00:00:11.635,11.635,1,51015_sessie1_taskrobotEngagement,Daen,invisible
775,default,00:00:25.941,25.941,00:00:27.152,27.152,00:00:01.211,1.211,2,51015_sessie1_taskrobotEngagement,Daen,invisible
776,default,00:00:27.152,27.152,00:00:34.756,34.756,00:00:07.604,7.604,1,51015_sessie1_taskrobotEngagement,Daen,invisible
777,default,00:00:34.756,34.756,00:00:36.323,36.323,00:00:01.567,1.567,2,51015_sessie1_taskrobotEngagement,Daen,invisible
778,default,00:00:36.323,36.323,00:00:38.721,38.721,00:00:02.398,2.398,1,51015_sessie1_taskrobotEngagement,Daen,invisible
779,default,00:00:38.721,38.721,00:00:41.102,41.102,00:00:02.381,2.381,2,51015_sessie1_taskrobotEngagement,Daen,invisible
780,default,00:00:41.102,41.102,00:00:44.723,44.723,00:00:03.621,3.621,1,51015_sessie1_taskrobotEngagement,Daen,invisible
781,default,00:00:44.723,44.723,00:00:45.703,45.703,00:00:00.980,0.98,2,51015_sessie1_taskrobotEngagement,Daen,invisible
782,default,00:00:45.703,45.703,00:00:54.400,54.4,00:00:08.697,8.697,1,51015_sessie1_taskrobotEngagement,Daen,invisible
783,default,00:00:54.400,54.4,00:00:59.587,59.587,00:00:05.187,5.187,2,51015_sessie1_taskrobotEngagement,Daen,invisible
784,default,00:00:59.587,59.587,00:01:02.937,62.937,00:00:03.350,3.35,1,51015_sessie1_taskrobotEngagement,Daen,invisible
785,default,00:01:02.937,62.937,00:01:04.587,64.587,00:00:01.650,1.65,2,51015_sessie1_taskrobotEngagement,Daen,invisible
786,default,00:01:04.587,64.587,00:01:08.156,68.156,00:00:03.569,3.569,1,51015_sessie1_taskrobotEngagement,Daen,invisible
787,default,00:01:08.156,68.156,00:01:10.971,70.971,00:00:02.815,2.815,2,51015_sessie1_taskrobotEngagement,Daen,invisible
788,default,00:01:10.971,70.971,00:01:16.965,76.965,00:00:05.994,5.994,1,51015_sessie1_taskrobotEngagement,Daen,invisible
789,default,00:01:16.965,76.965,00:01:18.504,78.504,00:00:01.539,1.539,2,51015_sessie1_taskrobotEngagement,Daen,invisible
790,default,00:01:18.504,78.504,00:01:20.564,80.564,00:00:02.060,2.06,4,51015_sessie1_taskrobotEngagement,Daen,invisible
791,default,00:01:20.564,80.564,00:01:28.942,88.942,00:00:08.378,8.378,1,51015_sessie1_taskrobotEngagement,Daen,invisible
792,default,00:01:28.942,88.942,00:01:29.656,89.656,00:00:00.714,0.714,3,51015_sessie1_taskrobotEngagement,Daen,invisible
793,default,00:01:29.656,89.656,00:01:36.228,96.228,00:00:06.572,6.572,2,51015_sessie1_taskrobotEngagement,Daen,invisible
794,default,00:01:36.228,96.228,00:01:37.506,97.506,00:00:01.278,1.278,1,51015_sessie1_taskrobotEngagement,Daen,invisible
795,default,00:01:37.506,97.506,00:01:38.552,98.552,00:00:01.046,1.046,3,51015_sessie1_taskrobotEngagement,Daen,invisible
796,default,00:01:38.552,98.552,00:01:43.623,103.623,00:00:05.071,5.071,1,51015_sessie1_taskrobotEngagement,Daen,invisible
797,default,00:01:43.623,103.623,00:01:44.871,104.871,00:00:01.248,1.248,2,51015_sessie1_taskrobotEngagement,Daen,invisible
798,default,00:01:44.871,104.871,00:01:59.684,119.684,00:00:14.813,14.813,1,51015_sessie1_taskrobotEngagement,Daen,invisible
799,default,00:01:59.684,119.684,00:02:00.934,120.934,00:00:01.250,1.25,4,51015_sessie1_taskrobotEngagement,Daen,invisible
800,default,00:00:00.000,0.0,00:00:06.468,6.468,00:00:06.468,6.468,2,51016_sessie1_taskrobotEngagement,Daen,invisible
801,default,00:00:06.468,6.468,00:00:17.050,17.05,00:00:10.582,10.582,1,51016_sessie1_taskrobotEngagement,Daen,invisible
802,default,00:00:17.050,17.05,00:00:20.860,20.86,00:00:03.810,3.81,2,51016_sessie1_taskrobotEngagement,Daen,invisible
803,default,00:00:20.860,20.86,00:00:21.860,21.86,00:00:01.000,1.0,1,51016_sessie1_taskrobotEngagement,Daen,invisible
804,default,00:00:21.860,21.86,00:00:22.650,22.65,00:00:00.790,0.79,3,51016_sessie1_taskrobotEngagement,Daen,invisible
805,default,00:00:22.650,22.65,00:00:23.621,23.621,00:00:00.971,0.971,1,51016_sessie1_taskrobotEngagement,Daen,invisible
806,default,00:00:23.621,23.621,00:00:25.260,25.26,00:00:01.639,1.639,4,51016_sessie1_taskrobotEngagement,Daen,invisible
807,default,00:00:25.260,25.26,00:00:27.970,27.97,00:00:02.710,2.71,1,51016_sessie1_taskrobotEngagement,Daen,invisible
808,default,00:00:27.970,27.97,00:00:30.360,30.36,00:00:02.390,2.39,3,51016_sessie1_taskrobotEngagement,Daen,invisible
809,default,00:00:30.360,30.36,00:00:41.350,41.35,00:00:10.990,10.99,2,51016_sessie1_taskrobotEngagement,Daen,invisible
810,default,00:00:41.350,41.35,00:01:06.470,66.47,00:00:25.120,25.12,1,51016_sessie1_taskrobotEngagement,Daen,invisible
811,default,00:01:06.470,66.47,00:01:09.180,69.18,00:00:02.710,2.71,3,51016_sessie1_taskrobotEngagement,Daen,invisible
812,default,00:01:09.180,69.18,00:01:16.430,76.43,00:00:07.250,7.25,1,51016_sessie1_taskrobotEngagement,Daen,invisible
813,default,00:01:16.430,76.43,00:01:19.310,79.31,00:00:02.880,2.88,2,51016_sessie1_taskrobotEngagement,Daen,invisible
814,default,00:01:19.310,79.31,00:01:23.480,83.48,00:00:04.170,4.17,3,51016_sessie1_taskrobotEngagement,Daen,invisible
815,default,00:01:23.480,83.48,00:01:24.690,84.69,00:00:01.210,1.21,1,51016_sessie1_taskrobotEngagement,Daen,invisible
816,default,00:01:24.690,84.69,00:01:26.031,86.031,00:00:01.341,1.341,4,51016_sessie1_taskrobotEngagement,Daen,invisible
817,default,00:01:26.031,86.031,00:01:27.820,87.82,00:00:01.789,1.789,1,51016_sessie1_taskrobotEngagement,Daen,invisible
818,default,00:01:27.820,87.82,00:01:29.720,89.72,00:00:01.900,1.9,2,51016_sessie1_taskrobotEngagement,Daen,invisible
819,default,00:01:29.720,89.72,00:01:31.999,91.999,00:00:02.279,2.279,1,51016_sessie1_taskrobotEngagement,Daen,invisible
820,default,00:01:31.999,91.999,00:01:39.660,99.66,00:00:07.661,7.661,2,51016_sessie1_taskrobotEngagement,Daen,invisible
821,default,00:01:39.660,99.66,00:01:44.271,104.271,00:00:04.611,4.611,1,51016_sessie1_taskrobotEngagement,Daen,invisible
822,default,00:01:44.271,104.271,00:01:44.600,104.6,00:00:00.329,0.329,4,51016_sessie1_taskrobotEngagement,Daen,invisible
823,default,00:00:00.000,0.0,00:00:10.480,10.48,00:00:10.480,10.48,1,51017_sessie1_taskrobotEngagement,Daen,invisible
824,default,00:00:10.480,10.48,00:00:13.000,13.0,00:00:02.520,2.52,3,51017_sessie1_taskrobotEngagement,Daen,invisible
825,default,00:00:13.000,13.0,00:00:15.000,15.0,00:00:02.000,2.0,1,51017_sessie1_taskrobotEngagement,Daen,invisible
